":START_ID",":END_ID",":TYPE"
"journal_prl","volume_journal_prl_185","CONTAIN"
"journal_ijcisys","volume_journal_ijcisys_17","CONTAIN"
"journal_ijcisys","volume_journal_ijcisys_16","CONTAIN"
"journal_scp","volume_journal_scp_5","CONTAIN"
"journal_iepol","volume_journal_iepol_17","CONTAIN"
"journal_ijscn","volume_journal_ijscn_35","CONTAIN"
"journal_ijscn","volume_journal_ijscn_38","CONTAIN"
"journal_ijscn","volume_journal_ijscn_39","CONTAIN"
"journal_tsp","volume_journal_tsp_53","CONTAIN"
"journal_itiis","volume_journal_itiis_17","CONTAIN"
"journal_iet-ipr","volume_journal_iet-ipr_12","CONTAIN"
"journal_firstmonday","volume_journal_firstmonday_11","CONTAIN"
"journal_firstmonday","volume_journal_firstmonday_24","CONTAIN"
"journal_giq","volume_journal_giq_18","CONTAIN"
"journal_fgcs","volume_journal_fgcs_9","CONTAIN"
"journal_toms","volume_journal_toms_7","CONTAIN"
"journal_information","volume_journal_information_12","CONTAIN"
"journal_information","volume_journal_information_10","CONTAIN"
"journal_tcs","volume_journal_tcs_132","CONTAIN"
"journal_cbsn","volume_journal_cbsn_10","CONTAIN"
"journal_cbsn","volume_journal_cbsn_19","CONTAIN"
"journal_jikm","volume_journal_jikm_15","CONTAIN"
"journal_ipl","volume_journal_ipl_53","CONTAIN"
"journal_jdi","volume_journal_jdi_30","CONTAIN"
"journal_smr","volume_journal_smr_25","CONTAIN"
"journal_smr","volume_journal_smr_31","CONTAIN"
"journal_smr","volume_journal_smr_26","CONTAIN"
"journal_cstat","volume_journal_cstat_27","CONTAIN"
"journal_iam","volume_journal_iam_59","CONTAIN"
"journal_spic","volume_journal_spic_81","CONTAIN"
"journal_vlsisp","volume_journal_vlsisp_92","CONTAIN"
"journal_ife","volume_journal_ife_13","CONTAIN"
"journal_jbcb","volume_journal_jbcb_3","CONTAIN"
"journal_jmrr","volume_journal_jmrr_9","CONTAIN"
"journal_jois","volume_journal_jois_24","CONTAIN"
"journal_cg","volume_journal_cg_18","CONTAIN"
"journal_icl","volume_journal_icl_17","CONTAIN"
"journal_jasis","volume_journal_jasis_68","CONTAIN"
"journal_ijhci","volume_journal_ijhci_40","CONTAIN"
"journal_jct","volume_journal_jct_132","CONTAIN"
"journal_jct","volume_journal_jct_99","CONTAIN"
"journal_nn","volume_journal_nn_11","CONTAIN"
"journal_nn","volume_journal_nn_62","CONTAIN"
"journal_tasm","volume_journal_tasm_43","CONTAIN"
"journal_jcc","volume_journal_jcc_28","CONTAIN"
"journal_rdlj","volume_journal_rdlj_23","CONTAIN"
"journal_jr","volume_journal_jr_2021","CONTAIN"
"journal_ijmms","volume_journal_ijmms_109","CONTAIN"
"journal_ijmms","volume_journal_ijmms_9","CONTAIN"
"journal_ijmms","volume_journal_ijmms_52","CONTAIN"
"journal_et","volume_journal_et_39","CONTAIN"
"journal_quantum","volume_journal_quantum_7","CONTAIN"
"journal_wpc","volume_journal_wpc_92","CONTAIN"
"journal_cviu","volume_journal_cviu_72","CONTAIN"
"journal_jscic","volume_journal_jscic_80","CONTAIN"
"journal_robotica","volume_journal_robotica_13","CONTAIN"
"journal_twc","volume_journal_twc_22","CONTAIN"
"journal_twc","volume_journal_twc_12","CONTAIN"
"journal_twc","volume_journal_twc_10","CONTAIN"
"journal_pvldb","volume_journal_pvldb_12","CONTAIN"
"journal_mr","volume_journal_mr_86","CONTAIN"
"journal_cacm","volume_journal_cacm_55","CONTAIN"
"journal_cj","volume_journal_cj_38","CONTAIN"
"journal_cj","volume_journal_cj_28","CONTAIN"
"journal_frai","volume_journal_frai_6","CONTAIN"
"journal_ijdet","volume_journal_ijdet_6","CONTAIN"
"journal_jfr","volume_journal_jfr_40","CONTAIN"
"journal_mis","volume_journal_mis_2021","CONTAIN"
"journal_vc","volume_journal_vc_26","CONTAIN"
"journal_ijcse","volume_journal_ijcse_18","CONTAIN"
"journal_crl","volume_journal_crl_82","CONTAIN"
"journal_amai","volume_journal_amai_62","CONTAIN"
"journal_chk","volume_journal_chk_24","CONTAIN"
"journal_jds","volume_journal_jds_29","CONTAIN"
"journal_entropy","volume_journal_entropy_25","CONTAIN"
"journal_entropy","volume_journal_entropy_20","CONTAIN"
"journal_entropy","volume_journal_entropy_22","CONTAIN"
"journal_symmetry","volume_journal_symmetry_15","CONTAIN"
"journal_symmetry","volume_journal_symmetry_13","CONTAIN"
"journal_symmetry","volume_journal_symmetry_11","CONTAIN"
"journal_jvcir","volume_journal_jvcir_38","CONTAIN"
"journal_jvcir","volume_journal_jvcir_25","CONTAIN"
"journal_nca","volume_journal_nca_33","CONTAIN"
"journal_orl","volume_journal_orl_30","CONTAIN"
"journal_orl","volume_journal_orl_22","CONTAIN"
"journal_scl","volume_journal_scl_62","CONTAIN"
"journal_sensors","volume_journal_sensors_19","CONTAIN"
"journal_sensors","volume_journal_sensors_21","CONTAIN"
"journal_patterns","volume_journal_patterns_2","CONTAIN"
"journal_kybernetika","volume_journal_kybernetika_46","CONTAIN"
"journal_kybernetika","volume_journal_kybernetika_27","CONTAIN"
"journal_jossw","volume_journal_jossw_3","CONTAIN"
"journal_intpolrev","volume_journal_intpolrev_8","CONTAIN"
"journal_chinaf","volume_journal_chinaf_67","CONTAIN"
"journal_peerj-cs","volume_journal_peerj-cs_10","CONTAIN"
"journal_tcom","volume_journal_tcom_39","CONTAIN"
"journal_tgrs","volume_journal_tgrs_57","CONTAIN"
"journal_tgrs","volume_journal_tgrs_49","CONTAIN"
"journal_tgrs","volume_journal_tgrs_61","CONTAIN"
"journal_ijac","volume_journal_ijac_24","CONTAIN"
"journal_jco","volume_journal_jco_3","CONTAIN"
"journal_cbm","volume_journal_cbm_149","CONTAIN"
"journal_cbm","volume_journal_cbm_108","CONTAIN"
"journal_jcit","volume_journal_jcit_4","CONTAIN"
"journal_tase","volume_journal_tase_21","CONTAIN"
"journal_ajc","volume_journal_ajc_67","CONTAIN"
"journal_imt","volume_journal_imt_2","CONTAIN"
"journal_csda","volume_journal_csda_53","CONTAIN"
"journal_tac","volume_journal_tac_45","CONTAIN"
"journal_tac","volume_journal_tac_58","CONTAIN"
"journal_tac","volume_journal_tac_68","CONTAIN"
"journal_tim","volume_journal_tim_74","CONTAIN"
"journal_tim","volume_journal_tim_54","CONTAIN"
"journal_cce","volume_journal_cce_28","CONTAIN"
"journal_ijim","volume_journal_ijim_14","CONTAIN"
"journal_ijim","volume_journal_ijim_10","CONTAIN"
"journal_tele","volume_journal_tele_57","CONTAIN"
"journal_jips","volume_journal_jips_19","CONTAIN"
"journal_imds","volume_journal_imds_117","CONTAIN"
"journal_fuin","volume_journal_fuin_103","CONTAIN"
"journal_cais","volume_journal_cais_17","CONTAIN"
"journal_imwut","volume_journal_imwut_6","CONTAIN"
"journal_todaes","volume_journal_todaes_28","CONTAIN"
"journal_spl","volume_journal_spl_32","CONTAIN"
"journal_eor","volume_journal_eor_191","CONTAIN"
"journal_eor","volume_journal_eor_187","CONTAIN"
"journal_cas","volume_journal_cas_55","CONTAIN"
"journal_ijfcs","volume_journal_ijfcs_20","CONTAIN"
"journal_pr","volume_journal_pr_47","CONTAIN"
"journal_cys","volume_journal_cys_14","CONTAIN"
"journal_jkm","volume_journal_jkm_26","CONTAIN"
"journal_lmcs","volume_journal_lmcs_1","CONTAIN"
"journal_jifs","volume_journal_jifs_29","CONTAIN"
"journal_jcphy","volume_journal_jcphy_356","CONTAIN"
"journal_eInformatica","volume_journal_eInformatica_14","CONTAIN"
"journal_iajit","volume_journal_iajit_1","CONTAIN"
"journal_bmcbi","volume_journal_bmcbi_20","CONTAIN"
"journal_access","volume_journal_access_10","CONTAIN"
"journal_access","volume_journal_access_11","CONTAIN"
"journal_access","volume_journal_access_7","CONTAIN"
"journal_access","volume_journal_access_8","CONTAIN"
"journal_access","volume_journal_access_9","CONTAIN"
"journal_access","volume_journal_access_12","CONTAIN"
"journal_ijon","volume_journal_ijon_72","CONTAIN"
"journal_ijon","volume_journal_ijon_607","CONTAIN"
"journal_itp","volume_journal_itp_10","CONTAIN"
"journal_itp","volume_journal_itp_17","CONTAIN"
"journal_tog","volume_journal_tog_22","CONTAIN"
"journal_tetc","volume_journal_tetc_9","CONTAIN"
"journal_scn","volume_journal_scn_2021","CONTAIN"
"journal_siamma","volume_journal_siamma_50","CONTAIN"
"journal_jcam","volume_journal_jcam_232","CONTAIN"
"journal_ieicet","volume_journal_ieicet_102-B","CONTAIN"
"journal_ieicet","volume_journal_ieicet_95-D","CONTAIN"
"journal_ieicet","volume_journal_ieicet_93-B","CONTAIN"
"journal_ieicet","volume_journal_ieicet_89-D","CONTAIN"
"journal_adcm","volume_journal_adcm_46","CONTAIN"
"journal_ai","volume_journal_ai_128","CONTAIN"
"journal_amc","volume_journal_amc_346","CONTAIN"
"journal_amc","volume_journal_amc_219","CONTAIN"
"journal_amc","volume_journal_amc_438","CONTAIN"
"journal_jsac","volume_journal_jsac_40","CONTAIN"
"journal_aei","volume_journal_aei_36","CONTAIN"
"journal_aei","volume_journal_aei_62","CONTAIN"
"journal_tjs","volume_journal_tjs_81","CONTAIN"
"journal_ijat","volume_journal_ijat_4","CONTAIN"
"journal_tomacs","volume_journal_tomacs_27","CONTAIN"
"journal_jrm","volume_journal_jrm_36","CONTAIN"
"journal_ieeesp","volume_journal_ieeesp_4","CONTAIN"
"journal_tie","volume_journal_tie_71","CONTAIN"
"journal_oclc","volume_journal_oclc_27","CONTAIN"
"journal_fss","volume_journal_fss_157","CONTAIN"
"journal_jcde","volume_journal_jcde_8","CONTAIN"
"journal_iacr","volume_journal_iacr_2018","CONTAIN"
"journal_pieee","volume_journal_pieee_87","CONTAIN"
"journal_iotj","volume_journal_iotj_7","CONTAIN"
"journal_iotj","volume_journal_iotj_10","CONTAIN"
"journal_iotj","volume_journal_iotj_4","CONTAIN"
"journal_ploscb","volume_journal_ploscb_12","CONTAIN"
"journal_scjapan","volume_journal_scjapan_36","CONTAIN"
"journal_micro","volume_journal_micro_21","CONTAIN"
"journal_tii","volume_journal_tii_4","CONTAIN"
"journal_fs","volume_journal_fs_7","CONTAIN"
"journal_ijcim","volume_journal_ijcim_28","CONTAIN"
"journal_topnoc","volume_journal_topnoc_14","CONTAIN"
"journal_ijmi","volume_journal_ijmi_156","CONTAIN"
"journal_na","volume_journal_na_43","CONTAIN"
"journal_mktsci","volume_journal_mktsci_30","CONTAIN"
"journal_lre","volume_journal_lre_37","CONTAIN"
"journal_jors","volume_journal_jors_73","CONTAIN"
"journal_oms","volume_journal_oms_23","CONTAIN"
"journal_rfc","volume_journal_rfc_1454","CONTAIN"
"journal_rfc","volume_journal_rfc_2757","CONTAIN"
"journal_staeors","volume_journal_staeors_7","CONTAIN"
"journal_tcns","volume_journal_tcns_9","CONTAIN"
"journal_tit","volume_journal_tit_36","CONTAIN"
"journal_bc","volume_journal_bc_85","CONTAIN"
"journal_ram","volume_journal_ram_20","CONTAIN"
"journal_jasss","volume_journal_jasss_7","CONTAIN"
"journal_siamsc","volume_journal_siamsc_35","CONTAIN"
"journal_ppna","volume_journal_ppna_7","CONTAIN"
"journal_sivp","volume_journal_sivp_17","CONTAIN"
"journal_arc","volume_journal_arc_35","CONTAIN"
"journal_eswa","volume_journal_eswa_185","CONTAIN"
"journal_cssc","volume_journal_cssc_52","CONTAIN"
"journal_csysl","volume_journal_csysl_8","CONTAIN"
"journal_bioinformatics","volume_journal_bioinformatics_39","CONTAIN"
"journal_bioinformatics","volume_journal_bioinformatics_23","CONTAIN"
"journal_bioinformatics","volume_journal_bioinformatics_31","CONTAIN"
"journal_alr","volume_journal_alr_25","CONTAIN"
"journal_dam","volume_journal_dam_345","CONTAIN"
"journal_saem","volume_journal_saem_5","CONTAIN"
"journal_ior","volume_journal_ior_48","CONTAIN"
"journal_tcad","volume_journal_tcad_38","CONTAIN"
"journal_tcad","volume_journal_tcad_31","CONTAIN"
"journal_mta","volume_journal_mta_76","CONTAIN"
"journal_mta","volume_journal_mta_82","CONTAIN"
"journal_mta","volume_journal_mta_80","CONTAIN"
"journal_mta","volume_journal_mta_81","CONTAIN"
"journal_mta","volume_journal_mta_75","CONTAIN"
"journal_mta","volume_journal_mta_77","CONTAIN"
"journal_vldb","volume_journal_vldb_12","CONTAIN"
"journal_cmpb","volume_journal_cmpb_227","CONTAIN"
"journal_cmpb","volume_journal_cmpb_110","CONTAIN"
"journal_dke","volume_journal_dke_65","CONTAIN"
"journal_dke","volume_journal_dke_66","CONTAIN"
"journal_combinatorics","volume_journal_combinatorics_28","CONTAIN"
"journal_jcb","volume_journal_jcb_12","CONTAIN"
"journal_displays","volume_journal_displays_87","CONTAIN"
"journal_urban","volume_journal_urban_92","CONTAIN"
"journal_jaihc","volume_journal_jaihc_13","CONTAIN"
"journal_dm","volume_journal_dm_347","CONTAIN"
"journal_dm","volume_journal_dm_33","CONTAIN"
"journal_lgrs","volume_journal_lgrs_21","CONTAIN"
"journal_jpdc","volume_journal_jpdc_72","CONTAIN"
"journal_jpdc","volume_journal_jpdc_66","CONTAIN"
"journal_mcss","volume_journal_mcss_1","CONTAIN"
"journal_jcsc","volume_journal_jcsc_28","CONTAIN"
"journal_kais","volume_journal_kais_65","CONTAIN"
"journal_tits","volume_journal_tits_24","CONTAIN"
"journal_tits","volume_journal_tits_23","CONTAIN"
"journal_isci","volume_journal_isci_197","CONTAIN"
"journal_isci","volume_journal_isci_144","CONTAIN"
"journal_tce","volume_journal_tce_46","CONTAIN"
"journal_jsis","volume_journal_jsis_21","CONTAIN"
"journal_cma","volume_journal_cma_58","CONTAIN"
"journal_cma","volume_journal_cma_59","CONTAIN"
"journal_istr","volume_journal_istr_19","CONTAIN"
"journal_cnsns","volume_journal_cnsns_131","CONTAIN"
"journal_tcas","volume_journal_tcas_56-I","CONTAIN"
"journal_bspc","volume_journal_bspc_80","CONTAIN"
"journal_cea","volume_journal_cea_189","CONTAIN"
"journal_cea","volume_journal_cea_195","CONTAIN"
"journal_it","volume_journal_it_30","CONTAIN"
"journal_wc","volume_journal_wc_26","CONTAIN"
"journal_wc","volume_journal_wc_9","CONTAIN"
"journal_complexity","volume_journal_complexity_2022","CONTAIN"
"journal_dcg","volume_journal_dcg_49","CONTAIN"
"journal_sigarch","volume_journal_sigarch_16","CONTAIN"
"journal_corr","volume_journal_corr_abs/1808.10476","CONTAIN"
"journal_corr","volume_journal_corr_abs/1301.2258","CONTAIN"
"journal_corr","volume_journal_corr_abs/1609.01977","CONTAIN"
"journal_corr","volume_journal_corr_abs/2202.09935","CONTAIN"
"journal_corr","volume_journal_corr_abs/2409.05385","CONTAIN"
"journal_corr","volume_journal_corr_abs/2212.09314","CONTAIN"
"journal_corr","volume_journal_corr_abs/2304.04217","CONTAIN"
"journal_corr","volume_journal_corr_abs/2007.08777","CONTAIN"
"journal_corr","volume_journal_corr_abs/2501.10768","CONTAIN"
"journal_corr","volume_journal_corr_abs/2401.03257","CONTAIN"
"journal_corr","volume_journal_corr_abs/2401.05709","CONTAIN"
"journal_corr","volume_journal_corr_abs/2412.20993","CONTAIN"
"journal_corr","volume_journal_corr_abs/2110.03726","CONTAIN"
"journal_corr","volume_journal_corr_abs/0911.2974","CONTAIN"
"journal_corr","volume_journal_corr_abs/2410.01658","CONTAIN"
"journal_corr","volume_journal_corr_abs/1708.05347","CONTAIN"
"journal_corr","volume_journal_corr_abs/2207.00048","CONTAIN"
"journal_corr","volume_journal_corr_abs/2502.03321","CONTAIN"
"journal_corr","volume_journal_corr_abs/2105.09481","CONTAIN"
"journal_corr","volume_journal_corr_abs/1509.06332","CONTAIN"
"journal_corr","volume_journal_corr_abs/2312.08976","CONTAIN"
"journal_corr","volume_journal_corr_abs/1003.0659","CONTAIN"
"journal_corr","volume_journal_corr_abs/2212.06561","CONTAIN"
"journal_corr","volume_journal_corr_abs/1212.6810","CONTAIN"
"journal_corr","volume_journal_corr_abs/2501.12851","CONTAIN"
"journal_corr","volume_journal_corr_abs/1801.00880","CONTAIN"
"journal_corr","volume_journal_corr_abs/2001.04042","CONTAIN"
"journal_corr","volume_journal_corr_abs/2204.11575","CONTAIN"
"journal_corr","volume_journal_corr_abs/2308.11651","CONTAIN"
"journal_corr","volume_journal_corr_abs/2005.09927","CONTAIN"
"journal_corr","volume_journal_corr_abs/2412.17099","CONTAIN"
"journal_corr","volume_journal_corr_abs/0804.3361","CONTAIN"
"journal_corr","volume_journal_corr_abs/1811.09620","CONTAIN"
"journal_corr","volume_journal_corr_abs/2307.00735","CONTAIN"
"journal_corr","volume_journal_corr_abs/2204.09268","CONTAIN"
"journal_corr","volume_journal_corr_abs/1802.02049","CONTAIN"
"journal_corr","volume_journal_corr_abs/1010.3685","CONTAIN"
"journal_corr","volume_journal_corr_abs/cs/0412007","CONTAIN"
"journal_corr","volume_journal_corr_abs/1906.06620","CONTAIN"
"journal_corr","volume_journal_corr_abs/2411.06202","CONTAIN"
"journal_corr","volume_journal_corr_abs/2206.13602","CONTAIN"
"journal_corr","volume_journal_corr_abs/2303.12756","CONTAIN"
"journal_corr","volume_journal_corr_abs/1302.3946","CONTAIN"
"journal_corr","volume_journal_corr_abs/1509.06983","CONTAIN"
"journal_corr","volume_journal_corr_abs/2408.09065","CONTAIN"
"journal_corr","volume_journal_corr_abs/1612.08515","CONTAIN"
"journal_corr","volume_journal_corr_abs/2002.03731","CONTAIN"
"journal_corr","volume_journal_corr_abs/2305.02397","CONTAIN"
"journal_corr","volume_journal_corr_abs/2112.00588","CONTAIN"
"journal_corr","volume_journal_corr_abs/0906.3527","CONTAIN"
"journal_corr","volume_journal_corr_abs/2007.06371","CONTAIN"
"journal_corr","volume_journal_corr_abs/1805.03642","CONTAIN"
"journal_corr","volume_journal_corr_abs/2402.08299","CONTAIN"
"journal_corr","volume_journal_corr_abs/2407.02348","CONTAIN"
"journal_corr","volume_journal_corr_abs/2005.13996","CONTAIN"
"journal_corr","volume_journal_corr_abs/1810.06519","CONTAIN"
"journal_corr","volume_journal_corr_abs/2406.06972","CONTAIN"
"journal_corr","volume_journal_corr_abs/1506.03363","CONTAIN"
"journal_corr","volume_journal_corr_abs/2311.18825","CONTAIN"
"journal_corr","volume_journal_corr_abs/2003.06880","CONTAIN"
"journal_corr","volume_journal_corr_abs/1008.1427","CONTAIN"
"journal_corr","volume_journal_corr_abs/2004.05838","CONTAIN"
"journal_corr","volume_journal_corr_abs/1907.03246","CONTAIN"
"journal_corr","volume_journal_corr_abs/2002.02881","CONTAIN"
"journal_corr","volume_journal_corr_abs/1910.12908","CONTAIN"
"journal_corr","volume_journal_corr_abs/1708.02337","CONTAIN"
"journal_corr","volume_journal_corr_abs/1403.0315","CONTAIN"
"journal_corr","volume_journal_corr_abs/2006.07057","CONTAIN"
"journal_corr","volume_journal_corr_abs/2004.08546","CONTAIN"
"journal_corr","volume_journal_corr_abs/1911.06476","CONTAIN"
"journal_corr","volume_journal_corr_abs/2111.05294","CONTAIN"
"journal_corr","volume_journal_corr_abs/2311.09559","CONTAIN"
"journal_corr","volume_journal_corr_abs/2407.14192","CONTAIN"
"journal_corr","volume_journal_corr_abs/2109.01652","CONTAIN"
"journal_corr","volume_journal_corr_abs/2308.09360","CONTAIN"
"journal_corr","volume_journal_corr_abs/1206.3136","CONTAIN"
"journal_ijdsa","volume_journal_ijdsa_14","CONTAIN"
"journal_ngc","volume_journal_ngc_13","CONTAIN"
