"id:ID","name",":LABEL"
"pub_conf/rlc/AsisS24","Publication of An Idiosyncrasy of Time-discretization in Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/Xu0R24","Publication of Posterior Sampling for Continuing Environments.","ResearchPublication"
"pub_conf/rlc/AntonovD24","Publication of Exploring Uncertainty in Distributional Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/DierkesCHT24","Publication of Combining Automated Optimisation of Hyperparameters and Reward Shape.","ResearchPublication"
"pub_conf/rlc/PrasannaFRB24","Publication of Dreaming of Many Worlds: Learning Contextual World Models aids Zero-Shot Generalization.","ResearchPublication"
"pub_conf/rlc/McMahanW0ZX24","Publication of Inception: Efficiently Computable Misinformation Attacks on Markov Games.","ResearchPublication"
"pub_conf/rlc/JavedSS24","Publication of SwiftTD: A Fast and Robust Algorithm for Temporal Difference Learning.","ResearchPublication"
"pub_conf/rlc/CornelisseV24","Publication of Human-compatible driving agents through data-regularized self-play reinforcement learning.","ResearchPublication"
"pub_conf/rlc/Naik0TS24","Publication of Reward Centering.","ResearchPublication"
"pub_conf/rlc/AghajohariCDAC24","Publication of Best Response Shaping.","ResearchPublication"
"pub_conf/rlc/Vlastelica0MK24","Publication of Offline Diversity Maximization under Imitation Constraints.","ResearchPublication"
"pub_conf/rlc/StaleySGS24","Publication of Agent-Centric Human Demonstrations Train World Models.","ResearchPublication"
"pub_conf/rlc/Obando-CeronACC24","Publication of On the consistency of hyper-parameter selection in value-based deep reinforcement learning.","ResearchPublication"
"pub_conf/rlc/VascoSKSWS24","Publication of A Super-human Vision-based Reinforcement Learning Agent for Autonomous Racing in Gran Turismo.","ResearchPublication"
"pub_conf/rlc/FreedWC0C24","Publication of Unifying Model-Based and Model-Free Reinforcement Learning with Equivalent Policy Sets.","ResearchPublication"
"pub_conf/rlc/PapiniMMR24","Publication of Policy Gradient with Active Importance Sampling.","ResearchPublication"
"pub_conf/rlc/Moss0CK24","Publication of BetaZero: Belief-State Planning for Long-Horizon POMDPs using Learned Approximations.","ResearchPublication"
"pub_conf/rlc/PriesterBGS24","Publication of MultiHyRL: Robust Hybrid RL for Obstacle Avoidance against Adversarial Attacks on the Observation Space.","ResearchPublication"
"pub_conf/rlc/ZhouKFR24","Publication of Policy Architectures for Compositional Generalization in Control.","ResearchPublication"
"pub_conf/rlc/OertellCZB024","Publication of RL for Consistency Models: Reward Guided Text-to-Image Generation with Fast Inference.","ResearchPublication"
"pub_conf/rlc/HussingMSKE24","Publication of Robotic Manipulation Datasets for Offline Compositional Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/LuARV24","Publication of Towards Principled, Practical Policy Gradient for Bandits and Tabular MDPs.","ResearchPublication"
"pub_conf/rlc/AdamczykMTK24","Publication of Boosting Soft Q-Learning by Bounding.","ResearchPublication"
"pub_conf/rlc/AckermannOS24","Publication of Offline Reinforcement Learning from Datasets with Structured Non-Stationarity.","ResearchPublication"
"pub_conf/rlc/JarnefeltKD24","Publication of Cyclicity-Regularized Coordination Graphs.","ResearchPublication"
"pub_conf/rlc/RafailovHSKSKHK24","Publication of D5RL: Diverse Datasets for Data-Driven Deep Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/HugessenCMB24","Publication of Surprise-Adaptive Intrinsic Motivation for Unsupervised Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/AmirNL24","Publication of States as goal-directed concepts: an epistemic approach to state-representation learning.","ResearchPublication"
"pub_conf/rlc/VasanWSBJM24","Publication of Revisiting Sparse Rewards for Goal-Reaching Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/CorradoQBLH24","Publication of Guided Data Augmentation for Offline Reinforcement Learning and Imitation Learning.","ResearchPublication"
"pub_conf/rlc/BedaywiRF24","Publication of PID Accelerated Temporal Difference Algorithms.","ResearchPublication"
"pub_conf/rlc/McInroeJAS24","Publication of Planning to Go Out-of-Distribution in Offline-to-Online Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/KalraB24","Publication of Can Differentiable Decision Trees Enable Interpretable Reward Learning from Human Feedback?","ResearchPublication"
"pub_conf/rlc/MorimuraOAZ24","Publication of Policy Gradient Algorithms with Monte Carlo Tree Learning for Non-Markov Decision Processes.","ResearchPublication"
"pub_conf/rlc/ZhaoW24","Publication of Learning to Navigate in Mazes with Novel Layouts using Abstract Top-down Maps.","ResearchPublication"
"pub_conf/rlc/HuZZZYX024","Publication of Enabling Intelligent Interactions between an Agent and an LLM: A Reinforcement Learning Approach.","ResearchPublication"
"pub_conf/rlc/Karamzade0KF24","Publication of Reinforcement Learning from Delayed Observations via World Models.","ResearchPublication"
"pub_conf/rlc/ZhangPSSWY24","Publication of Distributionally Robust Constrained Reinforcement Learning under Strong Duality.","ResearchPublication"
"pub_conf/rlc/YaoPDE24","Publication of Inverse Reinforcement Learning with Multiple Planning Horizons.","ResearchPublication"
"pub_conf/rlc/HussingVGFE24","Publication of Dissecting Deep RL with High Update Ratios: Combatting Value Divergence.","ResearchPublication"
"pub_conf/rlc/MadhavanM0B24","Publication of Causal Contextual Bandits with Adaptive Context.","ResearchPublication"
"pub_conf/rlc/WuHDMRA24","Publication of Semi-Supervised One Shot Imitation Learning.","ResearchPublication"
"pub_conf/rlc/AvalosBNRO24","Publication of Online Planning in POMDPs with State-Requests.","ResearchPublication"
"pub_conf/rlc/KoyamadaNI24","Publication of A Batch Sequential Halving Algorithm without Performance Degradation.","ResearchPublication"
"pub_conf/rlc/LiH0GP24","Publication of ROER: Regularized Optimal Experience Replay.","ResearchPublication"
"pub_conf/rlc/ZamboniCRM24","Publication of The Limits of Pure Exploration in POMDPs: When the Observation Entropy is Enough.","ResearchPublication"
"pub_conf/rlc/LambrechtsBE24","Publication of Informed POMDP: Leveraging Additional Information in Model-Based RL.","ResearchPublication"
"pub_conf/rlc/DaleyMW24","Publication of Demystifying the Recency Heuristic in Temporal-Difference Learning.","ResearchPublication"
"pub_conf/rlc/GolowichM24","Publication of The Role of Inherent Bellman Error in Offline Reinforcement Learning with Linear Function Approximation.","ResearchPublication"
"pub_conf/rlc/SuauSO24","Publication of Bad Habits: Policy Confounding and Out-of-Trajectory Generalization in RL.","ResearchPublication"
"pub_conf/rlc/ChenTTLLTZ24","Publication of Quantifying Interaction Level Between Agents Helps Cost-efficient Generalization in Multi-agent Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/LanMYX24","Publication of Learning to Optimize for Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/ChoudharyGT24","Publication of ICU-Sepsis: A Benchmark MDP Built from Real Medical Data.","ResearchPublication"
"pub_conf/rlc/AbelHH24","Publication of Three Dogmas of Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/PattersonNKW024","Publication of Cross-environment Hyperparameter Tuning for Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/DelfosseBGSK24","Publication of OCAtari: Object-Centric Atari 2600 Reinforcement Learning Environments.","ResearchPublication"
"pub_conf/rlc/WangWLKT024","Publication of JoinGym: An Efficient Join Order Selection Environment.","ResearchPublication"
"pub_conf/rlc/CorsiCF24","Publication of Aquatic Navigation: A Challenging Benchmark for Deep Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/ChitnisYG24","Publication of Sequential Decision-Making for Inline Text Autocomplete.","ResearchPublication"
"pub_conf/rlc/RentingMHJ24","Publication of Towards General Negotiation Strategies with End-to-End Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/OmuraOMH24","Publication of Stabilizing Extreme Q-learning by Maclaurin Expansion.","ResearchPublication"
"pub_conf/rlc/ZhangGSLC24","Publication of Light-weight Probing of Unsupervised Representations for Reinforcement Learning.","ResearchPublication"
"pub_conf/rlc/LobelP24","Publication of An Optimal Tightness Bound for the Simulation Lemma.","ResearchPublication"
"pub_conf/rlc/RudolphCBLN024","Publication of Learning Action-based Representations Using Invariance.","ResearchPublication"
"pub_conf/rlc/Dizon-ParadisWC24","Publication of Resource Usage Evaluation of Discrete Model-Free Deep Reinforcement Learning Algorithms.","ResearchPublication"
"pub_conf/rlc/ZhangW024","Publication of Reinforcement Learning from Human Feedback without Reward Inference: Model-Free Algorithm and Instance-Dependent Analysis.","ResearchPublication"
"pub_conf/rlc/0002024","Publication of Learning Abstract World Models for Value-preserving Planning with Options.","ResearchPublication"
"pub_conf/rlc/WuA24","Publication of Graph Neural Thompson Sampling.","ResearchPublication"
"pub_conf/rlc/RaffinSKASS24","Publication of An Open-Loop Baseline for Reinforcement Learning Locomotion Tasks.","ResearchPublication"
"pub_conf/rlc/MelcerAT24","Publication of Shield Decomposition for Safe Reinforcement Learning in General Partially Observable Multi-Agent Environments.","ResearchPublication"
"pub_conf/rlc/JacksonMLEWF24","Publication of Policy-Guided Diffusion.","ResearchPublication"
"pub_conf/www/CibranVVSJ07","Publication of Aspect-oriented Programming for Dynamic Web Service Selection, Integration and Management.","ResearchPublication"
"pub_conf/www/RamamohanaraoF07","Publication of Patterns Based Classifiers.","ResearchPublication"
"pub_conf/www/MartinBMMPSMSS07","Publication of Bringing Semantics to Web Services with OWL-S.","ResearchPublication"
"pub_conf/www/LimWPVA07","Publication of Efficient Update of Indexes for Dynamically Changing Web Documents.","ResearchPublication"
"pub_conf/www/GeorgakopoulosBNC07","Publication of Event-driven Video Awareness Providing Physical Security.","ResearchPublication"
"pub_conf/www/HeMLYW07","Publication of Towards Deeper Understanding of the Search Interfaces of the Deep Web.","ResearchPublication"
"pub_conf/www/ZhaiL07","Publication of Extracting Web Data Using Instance-Based Learning.","ResearchPublication"
"pub_conf/www/BeszteriV07","Publication of Vertical Navigation of Layout Adapted Web Documents.","ResearchPublication"
"pub_conf/www/VadrevuGD07","Publication of Information Extraction from Web Pages Using Presentation Regularities and Domain Knowledge.","ResearchPublication"
"pub_conf/www/MenasceA07","Publication of Improving the Performance of Online Auctions Through Server-side Activity-based Caching.","ResearchPublication"
"pub_conf/www/CharfiM07","Publication of AO4BPEL: An Aspect-oriented Extension to BPEL.","ResearchPublication"
"pub_conf/www/NguKN07","Publication of Editorial.","ResearchPublication"
"pub_conf/www/Ericsson07","Publication of The Effects of XML Compression on SOAP Performance.","ResearchPublication"
"pub_conf/www/Martin-FlatinL07","Publication of Special Issue on Recent Advances in Web Services.","ResearchPublication"
"pub_conf/mobiquitous/AlamPR15","Publication of Mobeacon: An iBeacon-Assisted Smartphone-Based Real Time Activity Recognition Framework.","ResearchPublication"
"pub_journals/coap/Kozanidis09","Publication of Solving the linear multiple choice knapsack problem with two objectives: profit and equity.","ResearchPublication"
"pub_journals/isf/DemirkanS16","Publication of Emerging service orientations and transformations (SOT).","ResearchPublication"
"pub_journals/sigir/ClarkeCP98","Publication of An Overview of MultiText.","ResearchPublication"
"pub_journals/tnn/ChowH05","Publication of Estimating optimal feature subsets using efficient estimation of high-dimensional mutual information.","ResearchPublication"
"pub_journals/tnn/WangHYWZNBC23","Publication of A Self-Supervised Deep Learning Method for Seismic Data Deblending Using a Blind-Trace Network.","ResearchPublication"
"pub_journals/tnn/JingXHD24","Publication of Marginalized Augmented Few-Shot Domain Adaptation.","ResearchPublication"
"pub_journals/oir/Preez14a","Publication of Digital Library Technologies: Complex Objects, Annotation, Ontologies, Classification, Extraction and Security.","ResearchPublication"
"pub_journals/ojcs/Popovski24","Publication of Time, Simultaneity, and Causality in Wireless Networks With Sensing and Communications.","ResearchPublication"
"pub_journals/taslp/YuCMS05","Publication of Vocabulary-Independent Indexing of Spontaneous Speech.","ResearchPublication"
"pub_journals/ejasp/WuWLL12","Publication of A stable realization of apodization filtering applied to noise SAR and SAR range sidelobe suppression.","ResearchPublication"
"pub_journals/tmc/AfifiAKM18","Publication of Full-Duplex or Half-Duplex: A Bayesian Game for Wireless Networks with Heterogeneous Self-Interference Cancellation Capabilities.","ResearchPublication"
"pub_journals/remotesensing/ZhuoHLZMGHXX19","Publication of Assimilating Soil Moisture Retrieved from Sentinel-1 and Sentinel-2 Data into WOFOST Model to Improve Winter Wheat Yield Estimation.","ResearchPublication"
"pub_journals/remotesensing/BianchiniHMNGMM13","Publication of Landslide Activity Maps Generation by Means of Persistent Scatterer Interferometry.","ResearchPublication"
"pub_journals/remotesensing/InnocentiRTPGMSBPC23","Publication of Geophysical Surveys for Geotechnical Model Reconstruction and Slope Stability Modelling.","ResearchPublication"
"pub_journals/remotesensing/DomazetovicSMP22","Publication of A New Systematic Framework for Optimization of Multi-Temporal Terrestrial LiDAR Surveys over Complex Gully Morphology.","ResearchPublication"
"pub_journals/jcisd/AndrianovOSK21","Publication of Efficient Hit-to-Lead Searching of Kinase Inhibitor Chemical Space via Computational Fragment Merging.","ResearchPublication"
"pub_journals/jcisd/FiedlerFWK22","Publication of Mebendazole's Conformational Space and Its Predicted Binding to Human Heat-Shock Protein 90.","ResearchPublication"
"pub_journals/kbs/HuDWW22","Publication of An enhanced black widow optimization algorithm for feature selection.","ResearchPublication"
"pub_journals/kbs/MaTZC17","Publication of Multi-Label Low-dimensional Embedding with Missing Labels.","ResearchPublication"
"pub_journals/kbs/WeiXYW14","Publication of Kernel locality-constrained collaborative representation based discriminant analysis.","ResearchPublication"
"pub_journals/cphysics/ShiGY25","Publication of Corrigendum to GeoTaichi: A Taichi-powered high-performance numerical simulator for multiscale geophysical problems [Computer Physics Communications 301 (2024) 109219].","ResearchPublication"
"pub_journals/jfi/PandiselviRZR18","Publication of A state estimation ","ResearchPublication"
"pub_journals/sigapl/Bergquist93","Publication of Frequency counts, accumulations and cross-tabulations in APL.","ResearchPublication"
"pub_journals/jss/BassNWZO08","Publication of Analysis of architecture evaluation data.","ResearchPublication"
"pub_journals/jilt/MahargN14a","Publication of Editorial.","ResearchPublication"
"pub_journals/ijisec/AlzahraniFAAA23","Publication of Distributed access control for information-centric networking architectures using verifiable credentials.","ResearchPublication"
"pub_journals/ijisec/Pericas-Gornals22","Publication of Highly private blockchain-based management system for digital COVID-19 certificates.","ResearchPublication"
"pub_journals/npjdm/ZhaoWBCHLPABWC20","Publication of Author Correction: Ensemble learning predicts multiple sclerosis disease course in the SUMMIT study.","ResearchPublication"
"pub_journals/tip/SongHQD23","Publication of Vision Transformers for Single Image Dehazing.","ResearchPublication"
"pub_journals/computers/SanchezALM24","Publication of Using Privacy-Preserving Algorithms and Blockchain Tokens to Monetize Industrial Data in Digital Marketplaces.","ResearchPublication"
"pub_journals/ar/KangZ20","Publication of Improving accuracy of VI-SLAM with fish-eye camera based on biases of map points.","ResearchPublication"
"pub_journals/urbaninformatics/Li0GZB22","Publication of Towards a new paradigm for segregation measurement in an age of big data.","ResearchPublication"
"pub_journals/csur/SchuerkampG24","Publication of Extensions of Fuzzy Cognitive Maps: A Systematic Review.","ResearchPublication"
"pub_journals/wicomm/ZhouFXL12","Publication of A distributed pricing algorithm for achieving network-wide proportional fairness.","ResearchPublication"
"pub_journals/orgsci/SomayaM12","Publication of Tribunal Specialization and Institutional Targeting in Patent Enforcement.","ResearchPublication"
"pub_journals/jmis/LeeK06","Publication of The Use of Cognitive Maps and Case-Based Reasoning for B2B Negotiation.","ResearchPublication"
"pub_journals/prl/WangXLCC24","Publication of FDM: Document image seen-through removal via Fuzzy Diffusion Models.","ResearchPublication"
"pub_journals/prl/LiangZBY24","Publication of DECA-Net: Dual encoder and cross-attention fusion network for surgical instrument segmentation.","ResearchPublication"
"pub_journals/ijcisys/YuQY24","Publication of A Quantum-Like Tensor Compression Sentence Representation Based on Constraint Functions for Semantics Analysis.","ResearchPublication"
"pub_journals/ijcisys/ZhangJZY23","Publication of Semantic Segmentation of High-Resolution Remote Sensing Images with Improved U-Net Based on Transfer Learning.","ResearchPublication"
"pub_journals/scp/SouquieresF85","Publication of Description and Improvement of Iterative Program Transformations.","ResearchPublication"
"pub_journals/iepol/LoomisS05","Publication of Intermodal competition in local telecommunications markets.","ResearchPublication"
"pub_journals/ijscn/PourmoghadasSCO17","Publication of On the spectral coexistence of GSO and NGSO FSS systems: power control mechanisms and a methodology for inter-site distance determination.","ResearchPublication"
"pub_journals/ijscn/KatonaGDKBBB20","Publication of A flexible LEO satellite modem with Ka-band RF frontend for a data relay satellite system.","ResearchPublication"
"pub_journals/ijscn/XuDL21","Publication of Optimization of load balancing routing algorithm based on extended localized link states in low earth orbit satellite networks.","ResearchPublication"
"pub_journals/tsp/YinZML05","Publication of Continuous-time tracking algorithms involving two-time-scale Markov chains.","ResearchPublication"
"pub_journals/itiis/KuangGL23","Publication of IIoTBC: A Lightweight Block Cipher for Industrial IoT Security.","ResearchPublication"
"pub_journals/iet-ipr/PatilB18","Publication of Global abnormal events detection in crowded scenes using context location and motion-rich spatio-temporal volumes.","ResearchPublication"
"pub_journals/firstmonday/Boyd06","Publication of Friends, Friendsters, and Top 8: Writing community into being on social network sites.","ResearchPublication"
"pub_journals/firstmonday/Stevens19","Publication of Open data, closed government: Unpacking data.gov.sg.","ResearchPublication"
"pub_journals/giq/Griffith01","Publication of Congress' legislative information systems: THOMAS and the LIS.","ResearchPublication"
"pub_journals/fgcs/GrantD93","Publication of MeikUS 92.","ResearchPublication"
"pub_journals/toms/PallottinoT81","Publication of An Efficient Algorithm for Determining the Length of the Longest Dead Path in a ""LIFO"" Branch-and-Bound Exploration Schema.","ResearchPublication"
"pub_journals/information/TianPHZ21","Publication of Computational Techniques for Investigating Information Theoretic Limits of Information Systems.","ResearchPublication"
"pub_journals/information/OtoomKHSH19","Publication of Success Factors Importance Based on Software Project Organization Structure.","ResearchPublication"
"pub_journals/tcs/Kim94","Publication of Retreat Bounded Picture Languages.","ResearchPublication"
"pub_journals/cbsn/LiuK07","Publication of A Study of Internet Addiction through the Lens of the Interpersonal Theory.","ResearchPublication"
"pub_journals/cbsn/Lee-WonANW16","Publication of More Than Numbers: Effects of Social Media Virality Metrics on Intention to Help Unknown Others in the Context of Bone Marrow Donation.","ResearchPublication"
"pub_journals/jikm/Al-JanabiA16","Publication of A Study of Cyber Security Awareness in Educational Environment in the Middle East.","ResearchPublication"
"pub_journals/ipl/Group95","Publication of Fixed-Point Calculus.","ResearchPublication"
"pub_journals/jdi/BhanotS17","Publication of App Review Series: Epocrates.","ResearchPublication"
"pub_journals/smr/Hamouda13","Publication of The BSCBAS: a Balanced Scorecard-based appraisal system for improving the performance of software organizations.","ResearchPublication"
"pub_journals/smr/ZeroualiMGDCR19","Publication of A formal framework for measuring technical lag in component repositories - and its application to npm.","ResearchPublication"
"pub_journals/smr/PaasivaaraL14","Publication of Agile coaching for global software development.","ResearchPublication"
"pub_journals/cstat/SchellhaseK12","Publication of Density estimation and comparison with a penalized mixture approach.","ResearchPublication"
"pub_journals/iam/YinZWZWZ22","Publication of Motivating participation in crowdsourcing contests: The role of instruction-writing strategy.","ResearchPublication"
"pub_journals/spic/Bian20","Publication of An ensemble image quality assessment algorithm based on deep feature clustering.","ResearchPublication"
"pub_journals/vlsisp/ZhouPC20","Publication of Parallel Gibbs Sampler for Wavelet-Based Bayesian Compressive Sensing with High Reconstruction Accuracy.","ResearchPublication"
"pub_journals/ife/Hasselbring98","Publication of Erfahrungen mit dem Einsatz anwendungsspezifischer Piktogramme zur partizipativen Anforderungsanalyse.","ResearchPublication"
"pub_journals/jbcb/ChinnasamySM05","Publication of Protein Structure and Fold Prediction Using Tree-augmented Nave Bayesian Classifier.","ResearchPublication"
"pub_journals/jmrr/HamouMTAAM24","Publication of Comprehensive Review of Noninvasive Brain-Computer Interfaces for Controlling Robotic Arms.","ResearchPublication"
"pub_journals/jois/XieFHY15","Publication of Location Model and Algorithm of Construction Waste Recycling Centers for Service Reliability.","ResearchPublication"
"pub_journals/cg/StrackBDSGPMP94","Publication of Image communication open architecture.","ResearchPublication"
"pub_journals/icl/BocusDC13","Publication of An Approximation of the First Order Marcum Q-Function with Application to Network Connectivity Analysis.","ResearchPublication"
"pub_journals/jasis/SuLLL17","Publication of Boosting attribute recognition with latent topics by matrix factorization.","ResearchPublication"
"pub_journals/ijhci/WangDZYG24","Publication of Understanding the Continuance Intention of College Students toward New E-Learning Spaces Based on an Integrated Model of the TAM and TTF.","ResearchPublication"
"pub_journals/jct/GeelenHR18","Publication of Explicit bounds for graph minors.","ResearchPublication"
"pub_journals/jct/BruhnD09","Publication of MacLane's theorem for arbitrary surfaces.","ResearchPublication"
"pub_journals/nn/BrajovicMK98","Publication of Temporal photoreception for adaptive dynamic range image sensing and encoding.","ResearchPublication"
"pub_journals/nn/NaruseTOUS15","Publication of Phase shifts in alpha-frequency rhythm detected in electroencephalograms influence reaction time.","ResearchPublication"
"pub_journals/tasm/Tavoulareas24","Publication of The Gap Between Policy and Implementation Has Roots in Academia: How Policy Schools Can Narrow the Gap.","ResearchPublication"
"pub_journals/jcc/ZwierSK07","Publication of Hybrid molecular dynamics-quantum mechanics simulations of solute spectral properties in the condensed phase: Evaluation of simulation parameters.","ResearchPublication"
"pub_journals/rdlj/FilimonovVAM20","Publication of Application of Supercomputer Technologies for Long-Term Modeling of Permafrost Boundaries in the Oil and Gas Fields of the Arctic.","ResearchPublication"
"pub_journals/jr/JiC21","Publication of Disturbance Rejection Trajectory Tracking Control for an Unmanned Quadrotor Based on Hybrid Controllers.","ResearchPublication"
"pub_journals/ijmms/PengCWW18","Publication of Evaluating a 3-D virtual talking head on pronunciation learning.","ResearchPublication"
"pub_journals/ijmms/Lucas77","Publication of A Study of Patients' Attitudes to Computer Interrogation.","ResearchPublication"
"pub_journals/ijmms/HollnagelB00","Publication of Principles for modelling function allocation.","ResearchPublication"
"pub_journals/et/ElliotB23","Publication of An Investigation into the Failure Characteristics of External PCB Traces with Different Angle Bends.","ResearchPublication"
"pub_journals/quantum/GodleyG23","Publication of Adaptive measurement filter: efficient strategy for optimal estimation of quantum Markov chains.","ResearchPublication"
"pub_journals/wpc/TomovicYMR17","Publication of Software-Defined Fog Network Architecture for IoT.","ResearchPublication"
"pub_journals/cviu/LiuHHCC98","Publication of Accuracy vs Efficiency Trade-offs in Optical Flow Algorithms.","ResearchPublication"
"pub_journals/jscic/DingL19","Publication of A High-Order Algorithm for Time-Caputo-Tempered Partial Differential Equation with Riesz Derivatives in Two Spatial Dimensions.","ResearchPublication"
"pub_journals/robotica/ColbaughG95","Publication of Decentralized adaptive compliance control of robot manipulators.","ResearchPublication"
"pub_journals/twc/YuanLCHWZ23","Publication of JIRA: Joint Incentive Design and Resource Allocation for Edge-Based Real-Time Video Streaming Systems.","ResearchPublication"
"pub_journals/twc/KarasikSS13","Publication of Robust Uplink Communications over Fading Channels with Variable Backhaul Connectivity.","ResearchPublication"
