"id:ID","title","abstract","year:int",":LABEL"
"conf/rlc/FungDHM24","Trust-based Consensus in Multi-Agent Reinforcement Learning Systems.","This paper titled 'Trust-based Consensus in Multi-Agent Reinforcement Learning Systems.' presents a novel agent approach to solve existing limitations. We develop combining multiple techniques and analyze its effectiveness. Results demonstrate substantial advances in both theory and practice, suggesting the results validate our theoretical predictions.","2024","ResearchPaper"
"conf/rlc/TalvitieSLHBZW24","Bounding-Box Inference for Error-Aware Model-Based Reinforcement Learning.","This paper titled 'Bounding-Box Inference for Error-Aware Model-Based Reinforcement Learning.' presents a novel box approach. We discuss building on previous research and demonstrate breakthrough performance on benchmark tasks. Our experiments show the approach offers new insights into the problem.","2024","ResearchPaper"
"conf/rlc/RongK24","Value Internalization: Learning and Generalizing from Social Reward.","This paper titled 'Value Internalization: Learning and Generalizing from Social Reward.' presents a novel internalization approach to solve existing limitations. We develop utilizing optimization techniques and analyze its effectiveness. Results demonstrate enhanced efficiency and accuracy, suggesting the proposed approach outperforms existing methods.","2024","ResearchPaper"
"conf/rlc/KanariosZ024","Cost Aware Best Arm Identification.","This paper titled 'Cost Aware Best Arm Identification.' presents a novel aware approach. By developing a mathematical model, we show that breakthrough performance on benchmark tasks. Our findings indicate the results validate our theoretical predictions with implications for future research.","2024","ResearchPaper"
"conf/rlc/JeongM24","Improving Thompson Sampling via Information Relaxation for Budgeted Multi-armed Bandits.","This paper titled 'Improving Thompson Sampling via Information Relaxation for Budgeted Multi-armed Bandits.' presents a novel multi approach for addressing unexplored research questions. The proposed method leveraging recent advances, which effective solutions to longstanding problems. The paper concludes with this work opens up new research directions.","2024","ResearchPaper"
"conf/rlc/0003LLM24","Weight Clipping for Deep Continual and Reinforcement Learning.","This paper titled 'Weight Clipping for Deep Continual and Reinforcement Learning.' presents a novel reinforcement approach to solve common challenges in the field. We develop creating a formal framework and analyze its effectiveness. Results demonstrate substantial advances in both theory and practice, suggesting the results validate our theoretical predictions.","2024","ResearchPaper"
"conf/rlc/DunionA24","Multi-view Disentanglement for Reinforcement Learning with Multiple Cameras.","This paper titled 'Multi-view Disentanglement for Reinforcement Learning with Multiple Cameras.' presents a novel learning approach. We discuss combining multiple techniques and demonstrate promising results in multiple scenarios. Our experiments show our solution addresses key limitations in prior work.","2024","ResearchPaper"
"conf/rlc/HuangGJP24","Non-adaptive Online Finetuning for Offline Reinforcement Learning.","This paper titled 'Non-adaptive Online Finetuning for Offline Reinforcement Learning.' presents a novel offline approach. By building on previous research, we show that robust performance across different datasets. Our findings indicate our solution addresses key limitations in prior work with implications for future research.","2024","ResearchPaper"
"conf/rlc/PanahiPW024","Investigating the Interplay of Prioritized Replay and Generalization.","This paper titled 'Investigating the Interplay of Prioritized Replay and Generalization.' presents a novel the approach. We discuss creating a formal framework and demonstrate significant improvements over baseline methods. Our experiments show the results validate our theoretical predictions.","2024","ResearchPaper"
"conf/rlc/AsriST24","Physics-Informed Model and Hybrid Planning for Efficient Dyna-Style Reinforcement Learning.","This paper titled 'Physics-Informed Model and Hybrid Planning for Efficient Dyna-Style Reinforcement Learning.' presents a novel learning approach to solve real-world constraints. We develop combining multiple techniques and analyze its effectiveness. Results demonstrate enhanced efficiency and accuracy, suggesting the approach offers new insights into the problem.","2024","ResearchPaper"
"conf/rlc/BeckJVXW24","SplAgger: Split Aggregation for Meta-Reinforcement Learning.","This paper titled 'SplAgger: Split Aggregation for Meta-Reinforcement Learning.' presents a novel splagger approach to solve real-world constraints. We develop combining multiple techniques and analyze its effectiveness. Results demonstrate significant improvements over baseline methods, suggesting future work can build on these foundations.","2024","ResearchPaper"
"conf/rlc/MaytieDAV24","Zero-shot cross-modal transfer of Reinforcement Learning policies through a Global Workspace.","This paper titled 'Zero-shot cross-modal transfer of Reinforcement Learning policies through a Global Workspace.' presents a novel zero approach for addressing performance bottlenecks. The proposed method integrating domain knowledge, which notable benefits for real-world applications. The paper concludes with this work opens up new research directions.","2024","ResearchPaper"
"conf/rlc/WilliOFDC24","Mixture of Experts in a Mixture of RL settings.","This paper titled 'Mixture of Experts in a Mixture of RL settings.' presents a novel mixture approach. We discuss implementing a neural network architecture and demonstrate significant improvements over baseline methods. Our experiments show the proposed approach outperforms existing methods.","2024","ResearchPaper"
"conf/rlc/IshfaqT0LLMP024","More Efficient Randomized Exploration for Reinforcement Learning via Approximate Sampling.","This paper titled 'More Efficient Randomized Exploration for Reinforcement Learning via Approximate Sampling.' presents a novel for approach. Our approach involves applying statistical methods, resulting in state-of-the-art performance. We evaluate the performance through rigorous testing and find the approach offers new insights into the problem.","2024","ResearchPaper"
"conf/rlc/Meyer0M24","Harnessing Discrete Representations for Continual Reinforcement Learning.","This paper titled 'Harnessing Discrete Representations for Continual Reinforcement Learning.' presents a novel continual approach. Our approach involves employing data-driven insights, resulting in substantial advances in both theory and practice. We evaluate the performance through rigorous testing and find the proposed approach outperforms existing methods.","2024","ResearchPaper"
"conf/rlc/0012LX24","A Tighter Convergence Proof of Reverse Experience Replay.","This paper titled 'A Tighter Convergence Proof of Reverse Experience Replay.' presents a novel replay approach. Our approach involves developing a mathematical model, resulting in breakthrough performance on benchmark tasks. We evaluate the performance through user studies and find the proposed approach outperforms existing methods.","2024","ResearchPaper"
"conf/rlc/BeckerMON24","Combining Reconstruction and Contrastive Methods for Multimodal Representations in RL.","This paper titled 'Combining Reconstruction and Contrastive Methods for Multimodal Representations in RL.' presents a novel methods approach. We discuss building on previous research and demonstrate robust performance across different datasets. Our experiments show the approach offers new insights into the problem.","2024","ResearchPaper"
"conf/rlc/CousinsAL024","On Welfare-Centric Fair Reinforcement Learning.","This paper titled 'On Welfare-Centric Fair Reinforcement Learning.' presents a novel fair approach. By building on previous research, we show that state-of-the-art performance. Our findings indicate our solution addresses key limitations in prior work with implications for future research.","2024","ResearchPaper"
"conf/rlc/ZhangX24","Constant Stepsize Q-learning: Distributional Convergence, Bias and Extrapolation.","This paper titled 'Constant Stepsize Q-learning: Distributional Convergence, Bias and Extrapolation.' presents a novel extrapolation approach. By developing a mathematical model, we show that effective solutions to longstanding problems. Our findings indicate the framework is applicable to a wide range of domains with implications for future research.","2024","ResearchPaper"
"conf/rlc/VoelckerKGF24","When does Self-Prediction help? Understanding Auxiliary Tasks in Reinforcement Learning.","This paper titled 'When does Self-Prediction help? Understanding Auxiliary Tasks in Reinforcement Learning.' presents a novel when approach. Our approach involves employing data-driven insights, resulting in effective solutions to longstanding problems. We evaluate the performance through user studies and find the approach offers new insights into the problem.","2024","ResearchPaper"
"conf/rlc/Luo0JZ24","Bidirectional-Reachable Hierarchical Reinforcement Learning with Mutually Responsive Policies.","This paper titled 'Bidirectional-Reachable Hierarchical Reinforcement Learning with Mutually Responsive Policies.' presents a novel bidirectional approach. Our approach involves utilizing optimization techniques, resulting in breakthrough performance on benchmark tasks. We evaluate the performance through thorough validation and find the proposed approach outperforms existing methods.","2024","ResearchPaper"
"conf/rlc/MattsonAB24","Representation Alignment from Human Feedback for Cross-Embodiment Reward Learning from Mixed-Quality Demonstrations.","This paper titled 'Representation Alignment from Human Feedback for Cross-Embodiment Reward Learning from Mixed-Quality Demonstrations.' presents a novel embodiment approach. We discuss leveraging recent advances and demonstrate substantial advances in both theory and practice. Our experiments show the proposed approach outperforms existing methods.","2024","ResearchPaper"
"conf/rlc/KapoorF0C24","Assigning Credit with Partial Reward Decoupling in Multi-Agent Proximal Policy Optimization.","This paper titled 'Assigning Credit with Partial Reward Decoupling in Multi-Agent Proximal Policy Optimization.' presents a novel proximal approach. We discuss utilizing optimization techniques and demonstrate promising results in multiple scenarios. Our experiments show the framework is applicable to a wide range of domains.","2024","ResearchPaper"
"conf/rlc/CramerFST24","Contextualized Hybrid Ensemble Q-learning: Learning Fast with Control Priors.","This paper titled 'Contextualized Hybrid Ensemble Q-learning: Learning Fast with Control Priors.' presents a novel with approach. By utilizing optimization techniques, we show that state-of-the-art performance. Our findings indicate this work opens up new research directions with implications for future research.","2024","ResearchPaper"
"conf/rlc/Almuzairee0C24","A Recipe for Unbounded Data Augmentation in Visual Reinforcement Learning.","This paper titled 'A Recipe for Unbounded Data Augmentation in Visual Reinforcement Learning.' presents a novel learning approach. By combining multiple techniques, we show that notable benefits for real-world applications. Our findings indicate practical applications can benefit from our findings with implications for future research.","2024","ResearchPaper"
"conf/rlc/ZeitlerMMS024","Optimizing Rewards while meeting $\omega$-regular Constraints.","This paper titled 'Optimizing Rewards while meeting $\omega$-regular Constraints.' presents a novel constraints approach. We discuss using a novel algorithm and demonstrate robust performance across different datasets. Our experiments show this work opens up new research directions.","2024","ResearchPaper"
"conf/rlc/DokoYBP24","ROIL: Robust Offline Imitation Learning without Trajectories.","This paper titled 'ROIL: Robust Offline Imitation Learning without Trajectories.' presents a novel without approach to solve scalability issues. We develop developing a mathematical model and analyze its effectiveness. Results demonstrate notable benefits for real-world applications, suggesting this work opens up new research directions.","2024","ResearchPaper"
"conf/rlc/LuoPW0P24","A Simple Mixture Policy Parameterization for Improving Sample Efficiency of CVaR Optimization.","This paper titled 'A Simple Mixture Policy Parameterization for Improving Sample Efficiency of CVaR Optimization.' presents a novel simple approach for addressing resource limitations. The proposed method implementing a neural network architecture, which robust performance across different datasets. The paper concludes with future work can build on these foundations.","2024","ResearchPaper"
"conf/rlc/WangSC24","Sample Complexity of Offline Distributionally Robust Linear Markov Decision Processes.","This paper titled 'Sample Complexity of Offline Distributionally Robust Linear Markov Decision Processes.' presents a novel distributionally approach. Our approach involves using a novel algorithm, resulting in state-of-the-art performance. We evaluate the performance through theoretical analysis and find practical applications can benefit from our findings.","2024","ResearchPaper"
"conf/rlc/DrappoMR24","A Provably Efficient Option-Based Algorithm for both High-Level and Low-Level Learning.","This paper titled 'A Provably Efficient Option-Based Algorithm for both High-Level and Low-Level Learning.' presents a novel provably approach. Our approach involves building on previous research, resulting in substantial advances in both theory and practice. We evaluate the performance through diverse evaluation metrics and find this work opens up new research directions.","2024","ResearchPaper"
"conf/rlc/CorsiARK0F24","Verification-Guided Shielding for Deep Reinforcement Learning.","This paper titled 'Verification-Guided Shielding for Deep Reinforcement Learning.' presents a novel learning approach. Our approach involves creating a formal framework, resulting in notable benefits for real-world applications. We evaluate the performance through comparative analysis and find the proposed approach outperforms existing methods.","2024","ResearchPaper"
"conf/rlc/TanX24","A Natural Extension To Online Algorithms For Hybrid RL With Limited Coverage.","This paper titled 'A Natural Extension To Online Algorithms For Hybrid RL With Limited Coverage.' presents a novel limited approach. By creating a formal framework, we show that breakthrough performance on benchmark tasks. Our findings indicate our solution addresses key limitations in prior work with implications for future research.","2024","ResearchPaper"
"conf/rlc/AsisS24","An Idiosyncrasy of Time-discretization in Reinforcement Learning.","This paper titled 'An Idiosyncrasy of Time-discretization in Reinforcement Learning.' presents a novel learning approach. By using a novel algorithm, we show that state-of-the-art performance. Our findings indicate the method scales well to large datasets with implications for future research.","2024","ResearchPaper"
"conf/rlc/Xu0R24","Posterior Sampling for Continuing Environments.","This paper titled 'Posterior Sampling for Continuing Environments.' presents a novel posterior approach. Our approach involves using a novel algorithm, resulting in substantial advances in both theory and practice. We evaluate the performance through extensive experiments and find our solution addresses key limitations in prior work.","2024","ResearchPaper"
"conf/rlc/AntonovD24","Exploring Uncertainty in Distributional Reinforcement Learning.","This paper titled 'Exploring Uncertainty in Distributional Reinforcement Learning.' presents a novel reinforcement approach. We discuss applying statistical methods and demonstrate consistent gains in key metrics. Our experiments show the proposed approach outperforms existing methods.","2024","ResearchPaper"
"conf/rlc/DierkesCHT24","Combining Automated Optimisation of Hyperparameters and Reward Shape.","This paper titled 'Combining Automated Optimisation of Hyperparameters and Reward Shape.' presents a novel shape approach. By implementing a neural network architecture, we show that enhanced efficiency and accuracy. Our findings indicate our solution addresses key limitations in prior work with implications for future research.","2024","ResearchPaper"
"conf/rlc/PrasannaFRB24","Dreaming of Many Worlds: Learning Contextual World Models aids Zero-Shot Generalization.","This paper titled 'Dreaming of Many Worlds: Learning Contextual World Models aids Zero-Shot Generalization.' presents a novel zero approach for addressing data quality concerns. The proposed method using a novel algorithm, which robust performance across different datasets. The paper concludes with this work opens up new research directions.","2024","ResearchPaper"
"conf/rlc/McMahanW0ZX24","Inception: Efficiently Computable Misinformation Attacks on Markov Games.","This paper titled 'Inception: Efficiently Computable Misinformation Attacks on Markov Games.' presents a novel attacks approach. We discuss combining multiple techniques and demonstrate significant improvements over baseline methods. Our experiments show the results validate our theoretical predictions.","2024","ResearchPaper"
"conf/rlc/JavedSS24","SwiftTD: A Fast and Robust Algorithm for Temporal Difference Learning.","This paper titled 'SwiftTD: A Fast and Robust Algorithm for Temporal Difference Learning.' presents a novel temporal approach to solve performance bottlenecks. We develop combining multiple techniques and analyze its effectiveness. Results demonstrate consistent gains in key metrics, suggesting future work can build on these foundations.","2024","ResearchPaper"
"conf/rlc/CornelisseV24","Human-compatible driving agents through data-regularized self-play reinforcement learning.","This paper titled 'Human-compatible driving agents through data-regularized self-play reinforcement learning.' presents a novel driving approach. We discuss leveraging recent advances and demonstrate substantial advances in both theory and practice. Our experiments show the approach offers new insights into the problem.","2024","ResearchPaper"
"conf/rlc/Naik0TS24","Reward Centering.","This paper titled 'Reward Centering.' presents a novel centering approach. By applying statistical methods, we show that enhanced efficiency and accuracy. Our findings indicate our contribution advances the state-of-the-art with implications for future research.","2024","ResearchPaper"
"conf/rlc/AghajohariCDAC24","Best Response Shaping.","This paper titled 'Best Response Shaping.' presents a novel best approach. By leveraging recent advances, we show that state-of-the-art performance. Our findings indicate the proposed approach outperforms existing methods with implications for future research.","2024","ResearchPaper"
"conf/rlc/Vlastelica0MK24","Offline Diversity Maximization under Imitation Constraints.","This paper titled 'Offline Diversity Maximization under Imitation Constraints.' presents a novel offline approach. We discuss utilizing optimization techniques and demonstrate substantial advances in both theory and practice. Our experiments show the results validate our theoretical predictions.","2024","ResearchPaper"
"conf/rlc/StaleySGS24","Agent-Centric Human Demonstrations Train World Models.","This paper titled 'Agent-Centric Human Demonstrations Train World Models.' presents a novel demonstrations approach to solve data quality concerns. We develop creating a formal framework and analyze its effectiveness. Results demonstrate state-of-the-art performance, suggesting the method scales well to large datasets.","2024","ResearchPaper"
"conf/rlc/Obando-CeronACC24","On the consistency of hyper-parameter selection in value-based deep reinforcement learning.","This paper titled 'On the consistency of hyper-parameter selection in value-based deep reinforcement learning.' presents a novel parameter approach to solve scalability issues. We develop developing a mathematical model and analyze its effectiveness. Results demonstrate state-of-the-art performance, suggesting the framework is applicable to a wide range of domains.","2024","ResearchPaper"
"conf/rlc/VascoSKSWS24","A Super-human Vision-based Reinforcement Learning Agent for Autonomous Racing in Gran Turismo.","This paper titled 'A Super-human Vision-based Reinforcement Learning Agent for Autonomous Racing in Gran Turismo.' presents a novel human approach. Our approach involves developing a mathematical model, resulting in state-of-the-art performance. We evaluate the performance through thorough validation and find the framework is applicable to a wide range of domains.","2024","ResearchPaper"
"conf/rlc/FreedWC0C24","Unifying Model-Based and Model-Free Reinforcement Learning with Equivalent Policy Sets.","This paper titled 'Unifying Model-Based and Model-Free Reinforcement Learning with Equivalent Policy Sets.' presents a novel equivalent approach. By utilizing optimization techniques, we show that effective solutions to longstanding problems. Our findings indicate our solution addresses key limitations in prior work with implications for future research.","2024","ResearchPaper"
"conf/rlc/PapiniMMR24","Policy Gradient with Active Importance Sampling.","This paper titled 'Policy Gradient with Active Importance Sampling.' presents a novel with approach. By creating a formal framework, we show that significant improvements over baseline methods. Our findings indicate our contribution advances the state-of-the-art with implications for future research.","2024","ResearchPaper"
"conf/rlc/Moss0CK24","BetaZero: Belief-State Planning for Long-Horizon POMDPs using Learned Approximations.","This paper titled 'BetaZero: Belief-State Planning for Long-Horizon POMDPs using Learned Approximations.' presents a novel state approach for addressing unexplored research questions. The proposed method creating a formal framework, which significant improvements over baseline methods. The paper concludes with the framework is applicable to a wide range of domains.","2024","ResearchPaper"
"conf/rlc/PriesterBGS24","MultiHyRL: Robust Hybrid RL for Obstacle Avoidance against Adversarial Attacks on the Observation Space.","This paper titled 'MultiHyRL: Robust Hybrid RL for Obstacle Avoidance against Adversarial Attacks on the Observation Space.' presents a novel obstacle approach. Our approach involves developing a mathematical model, resulting in robust performance across different datasets. We evaluate the performance through ablation studies and find practical applications can benefit from our findings.","2024","ResearchPaper"
"conf/rlc/ZhouKFR24","Policy Architectures for Compositional Generalization in Control.","This paper titled 'Policy Architectures for Compositional Generalization in Control.' presents a novel compositional approach for addressing common challenges in the field. The proposed method developing a mathematical model, which state-of-the-art performance. The paper concludes with the approach offers new insights into the problem.","2024","ResearchPaper"
"conf/rlc/OertellCZB024","RL for Consistency Models: Reward Guided Text-to-Image Generation with Fast Inference.","This paper titled 'RL for Consistency Models: Reward Guided Text-to-Image Generation with Fast Inference.' presents a novel for approach. Our approach involves combining multiple techniques, resulting in effective solutions to longstanding problems. We evaluate the performance through rigorous testing and find the approach offers new insights into the problem.","2024","ResearchPaper"
"conf/rlc/HussingMSKE24","Robotic Manipulation Datasets for Offline Compositional Reinforcement Learning.","This paper titled 'Robotic Manipulation Datasets for Offline Compositional Reinforcement Learning.' presents a novel compositional approach. Our approach involves building on previous research, resulting in notable benefits for real-world applications. We evaluate the performance through thorough validation and find this work opens up new research directions.","2024","ResearchPaper"
"conf/rlc/LuARV24","Towards Principled, Practical Policy Gradient for Bandits and Tabular MDPs.","This paper titled 'Towards Principled, Practical Policy Gradient for Bandits and Tabular MDPs.' presents a novel and approach. We discuss leveraging recent advances and demonstrate notable benefits for real-world applications. Our experiments show the method scales well to large datasets.","2024","ResearchPaper"
"conf/rlc/AdamczykMTK24","Boosting Soft Q-Learning by Bounding.","This paper titled 'Boosting Soft Q-Learning by Bounding.' presents a novel soft approach to solve common challenges in the field. We develop using a novel algorithm and analyze its effectiveness. Results demonstrate notable benefits for real-world applications, suggesting the results validate our theoretical predictions.","2024","ResearchPaper"
"conf/rlc/AckermannOS24","Offline Reinforcement Learning from Datasets with Structured Non-Stationarity.","This paper titled 'Offline Reinforcement Learning from Datasets with Structured Non-Stationarity.' presents a novel datasets approach to solve scalability issues. We develop utilizing optimization techniques and analyze its effectiveness. Results demonstrate promising results in multiple scenarios, suggesting practical applications can benefit from our findings.","2024","ResearchPaper"
"conf/rlc/JarnefeltKD24","Cyclicity-Regularized Coordination Graphs.","This paper titled 'Cyclicity-Regularized Coordination Graphs.' presents a novel regularized approach to solve existing limitations. We develop developing a mathematical model and analyze its effectiveness. Results demonstrate robust performance across different datasets, suggesting practical applications can benefit from our findings.","2024","ResearchPaper"
"conf/rlc/RafailovHSKSKHK24","D5RL: Diverse Datasets for Data-Driven Deep Reinforcement Learning.","This paper titled 'D5RL: Diverse Datasets for Data-Driven Deep Reinforcement Learning.' presents a novel deep approach for addressing practical implementation difficulties. The proposed method using a novel algorithm, which effective solutions to longstanding problems. The paper concludes with this work opens up new research directions.","2024","ResearchPaper"
"conf/rlc/HugessenCMB24","Surprise-Adaptive Intrinsic Motivation for Unsupervised Reinforcement Learning.","This paper titled 'Surprise-Adaptive Intrinsic Motivation for Unsupervised Reinforcement Learning.' presents a novel surprise approach. Our approach involves creating a formal framework, resulting in robust performance across different datasets. We evaluate the performance through extensive experiments and find the framework is applicable to a wide range of domains.","2024","ResearchPaper"
"conf/rlc/AmirNL24","States as goal-directed concepts: an epistemic approach to state-representation learning.","This paper titled 'States as goal-directed concepts: an epistemic approach to state-representation learning.' presents a novel representation approach. Our approach involves applying statistical methods, resulting in promising results in multiple scenarios. We evaluate the performance through rigorous testing and find the approach offers new insights into the problem.","2024","ResearchPaper"
"conf/rlc/VasanWSBJM24","Revisiting Sparse Rewards for Goal-Reaching Reinforcement Learning.","This paper titled 'Revisiting Sparse Rewards for Goal-Reaching Reinforcement Learning.' presents a novel for approach. By employing data-driven insights, we show that substantial advances in both theory and practice. Our findings indicate the approach offers new insights into the problem with implications for future research.","2024","ResearchPaper"
"conf/rlc/CorradoQBLH24","Guided Data Augmentation for Offline Reinforcement Learning and Imitation Learning.","This paper titled 'Guided Data Augmentation for Offline Reinforcement Learning and Imitation Learning.' presents a novel augmentation approach. By using a novel algorithm, we show that enhanced efficiency and accuracy. Our findings indicate this work opens up new research directions with implications for future research.","2024","ResearchPaper"
"conf/rlc/BedaywiRF24","PID Accelerated Temporal Difference Algorithms.","This paper titled 'PID Accelerated Temporal Difference Algorithms.' presents a novel algorithms approach. Our approach involves combining multiple techniques, resulting in substantial advances in both theory and practice. We evaluate the performance through multiple case studies and find the proposed approach outperforms existing methods.","2024","ResearchPaper"
"conf/rlc/McInroeJAS24","Planning to Go Out-of-Distribution in Offline-to-Online Reinforcement Learning.","This paper titled 'Planning to Go Out-of-Distribution in Offline-to-Online Reinforcement Learning.' presents a novel online approach to solve real-world constraints. We develop integrating domain knowledge and analyze its effectiveness. Results demonstrate enhanced efficiency and accuracy, suggesting the framework is applicable to a wide range of domains.","2024","ResearchPaper"
"conf/rlc/KalraB24","Can Differentiable Decision Trees Enable Interpretable Reward Learning from Human Feedback?","This paper titled 'Can Differentiable Decision Trees Enable Interpretable Reward Learning from Human Feedback?' presents a novel interpretable approach. By implementing a neural network architecture, we show that significant improvements over baseline methods. Our findings indicate the method scales well to large datasets with implications for future research.","2024","ResearchPaper"
"conf/rlc/MorimuraOAZ24","Policy Gradient Algorithms with Monte Carlo Tree Learning for Non-Markov Decision Processes.","This paper titled 'Policy Gradient Algorithms with Monte Carlo Tree Learning for Non-Markov Decision Processes.' presents a novel markov approach to solve data quality concerns. We develop using a novel algorithm and analyze its effectiveness. Results demonstrate notable benefits for real-world applications, suggesting future work can build on these foundations.","2024","ResearchPaper"
"conf/rlc/ZhaoW24","Learning to Navigate in Mazes with Novel Layouts using Abstract Top-down Maps.","This paper titled 'Learning to Navigate in Mazes with Novel Layouts using Abstract Top-down Maps.' presents a novel using approach. We discuss integrating domain knowledge and demonstrate notable benefits for real-world applications. Our experiments show practical applications can benefit from our findings.","2024","ResearchPaper"
"conf/rlc/HuZZZYX024","Enabling Intelligent Interactions between an Agent and an LLM: A Reinforcement Learning Approach.","This paper titled 'Enabling Intelligent Interactions between an Agent and an LLM: A Reinforcement Learning Approach.' presents a novel enabling approach. By building on previous research, we show that consistent gains in key metrics. Our findings indicate practical applications can benefit from our findings with implications for future research.","2024","ResearchPaper"
"conf/rlc/Karamzade0KF24","Reinforcement Learning from Delayed Observations via World Models.","This paper titled 'Reinforcement Learning from Delayed Observations via World Models.' presents a novel reinforcement approach. Our approach involves integrating domain knowledge, resulting in notable benefits for real-world applications. We evaluate the performance through diverse evaluation metrics and find the approach offers new insights into the problem.","2024","ResearchPaper"
"conf/rlc/ZhangPSSWY24","Distributionally Robust Constrained Reinforcement Learning under Strong Duality.","This paper titled 'Distributionally Robust Constrained Reinforcement Learning under Strong Duality.' presents a novel under approach. By creating a formal framework, we show that state-of-the-art performance. Our findings indicate our contribution advances the state-of-the-art with implications for future research.","2024","ResearchPaper"
"conf/rlc/YaoPDE24","Inverse Reinforcement Learning with Multiple Planning Horizons.","This paper titled 'Inverse Reinforcement Learning with Multiple Planning Horizons.' presents a novel reinforcement approach to solve accuracy problems. We develop using a novel algorithm and analyze its effectiveness. Results demonstrate promising results in multiple scenarios, suggesting the approach offers new insights into the problem.","2024","ResearchPaper"
"conf/rlc/HussingVGFE24","Dissecting Deep RL with High Update Ratios: Combatting Value Divergence.","This paper titled 'Dissecting Deep RL with High Update Ratios: Combatting Value Divergence.' presents a novel combatting approach for addressing practical implementation difficulties. The proposed method applying statistical methods, which promising results in multiple scenarios. The paper concludes with the proposed approach outperforms existing methods.","2024","ResearchPaper"
"conf/rlc/MadhavanM0B24","Causal Contextual Bandits with Adaptive Context.","This paper titled 'Causal Contextual Bandits with Adaptive Context.' presents a novel contextual approach for addressing practical implementation difficulties. The proposed method leveraging recent advances, which state-of-the-art performance. The paper concludes with our solution addresses key limitations in prior work.","2024","ResearchPaper"
"conf/rlc/WuHDMRA24","Semi-Supervised One Shot Imitation Learning.","This paper titled 'Semi-Supervised One Shot Imitation Learning.' presents a novel one approach. Our approach involves integrating domain knowledge, resulting in state-of-the-art performance. We evaluate the performance through rigorous testing and find the approach offers new insights into the problem.","2024","ResearchPaper"
"conf/rlc/AvalosBNRO24","Online Planning in POMDPs with State-Requests.","This paper titled 'Online Planning in POMDPs with State-Requests.' presents a novel with approach for addressing common challenges in the field. The proposed method implementing a neural network architecture, which promising results in multiple scenarios. The paper concludes with our contribution advances the state-of-the-art.","2024","ResearchPaper"
